Model_ID,N_features,Features,Train_R2_CV,Val_R2_CV,Gap,CV_RMSE,Adj_R2,AIC,BIC,Test_R2,Test_RMSE,Unstable,Rank
276,5,"Monopole, Dipole_1, Q_2, r2, Polarizability",0.992,0.978,0.0141,1.8257,0.9903,64.45,90.09,0.9922,1.1473,"Q_2, Scaffold_BX-6, Scaffold_Benzene",40
287,5,"Monopole, Dipole_1, r2, r2_acc, Polarizability",0.9916,0.978,0.0136,1.7895,0.9898,68.15,93.79,0.991,1.2275,"Scaffold_BX-6, Scaffold_Benzene",41
146,4,"Monopole, Dipole_1, r2, Polarizability",0.9916,0.978,0.0136,1.7895,0.9899,66.15,89.46,0.991,1.2275,"Scaffold_BX-6, Scaffold_Benzene",42
485,7,"Monopole, Dipole_1, Q_2, r2, r2_acc, Polarizability, Polar_acc",0.992,0.978,0.0141,1.8257,0.99,68.45,98.75,0.9922,1.1473,"Q_2, Scaffold_BX-6, Scaffold_Benzene",43
289,5,"Monopole, Dipole_1, r2, Polarizability, Polar_acc",0.9916,0.978,0.0136,1.7895,0.9898,68.15,93.79,0.991,1.2275,"Scaffold_BX-6, Scaffold_Benzene",44
398,6,"Monopole, Dipole_1, Q_0, r2, r2_acc, Polarizability",0.9924,0.9779,0.0145,1.8005,0.9904,64.05,92.01,0.9901,1.2859,Scaffold_BX-6,45
266,5,"Monopole, Dipole_1, Q_0, r2, Polarizability",0.9924,0.9779,0.0145,1.8005,0.9906,62.05,87.68,0.9901,1.2859,Scaffold_BX-6,46
480,7,"Monopole, Dipole_1, Q_0, r2, r2_acc, Polarizability, Polar_acc",0.9924,0.9779,0.0145,1.8005,0.9903,66.05,96.35,0.9901,1.2859,Scaffold_BX-6,47
400,6,"Monopole, Dipole_1, Q_0, r2, Polarizability, Polar_acc",0.9924,0.9779,0.0145,1.8005,0.9904,64.05,92.01,0.9901,1.2859,Scaffold_BX-6,48
263,5,"Monopole, Dipole_1, Q_0, C6, Polarizability",0.9903,0.9699,0.0204,2.1915,0.9878,81.81,107.45,0.9779,1.9269,Scaffold_BX-6,49
395,6,"Monopole, Dipole_1, Q_0, C6, r2_acc, Polarizability",0.9903,0.9699,0.0204,2.1915,0.9876,83.81,111.78,0.9779,1.9269,Scaffold_BX-6,50
397,6,"Monopole, Dipole_1, Q_0, C6, Polarizability, Polar_acc",0.9903,0.9699,0.0204,2.1915,0.9876,83.81,111.78,0.9779,1.9269,Scaffold_BX-6,51
479,7,"Monopole, Dipole_1, Q_0, C6, r2_acc, Polarizability, Polar_acc",0.9903,0.9699,0.0204,2.1915,0.9874,85.81,116.11,0.9779,1.9269,Scaffold_BX-6,52
147,4,"Monopole, Dipole_1, r2, Polar_acc",0.9832,0.9611,0.0221,2.434,0.9796,120.0,143.31,0.9896,1.3227,Scaffold_BX-6,53
145,4,"Monopole, Dipole_1, r2, r2_acc",0.9832,0.9611,0.0221,2.434,0.9796,120.0,143.31,0.9896,1.3227,Scaffold_BX-6,54
